PDB_ID,Experimental_Method
6UZV,ELECTRON MICROSCOPY
8HGF,X-RAY DIFFRACTION
9KEU,ELECTRON MICROSCOPY
1SZJ,X-RAY DIFFRACTION
3DQJ,X-RAY DIFFRACTION
8F09,X-RAY DIFFRACTION
5XM5,X-RAY DIFFRACTION
4MBP,X-RAY DIFFRACTION
6V6P,X-RAY DIFFRACTION
4RNF,X-RAY DIFFRACTION
5Y7N,X-RAY DIFFRACTION
6JYU,X-RAY DIFFRACTION
3QAN,X-RAY DIFFRACTION
4WGF,X-RAY DIFFRACTION
7X9X,X-RAY DIFFRACTION
1KRQ,X-RAY DIFFRACTION
7D6Q,X-RAY DIFFRACTION
6O8E,X-RAY DIFFRACTION
1OJ7,X-RAY DIFFRACTION
3KHU,X-RAY DIFFRACTION
2O9F,X-RAY DIFFRACTION
5HS0,X-RAY DIFFRACTION
1OCY,X-RAY DIFFRACTION
7ALR,X-RAY DIFFRACTION
7KCC,X-RAY DIFFRACTION
4O59,X-RAY DIFFRACTION
2QMX,X-RAY DIFFRACTION
3S2F,X-RAY DIFFRACTION
5EU0,X-RAY DIFFRACTION
2XAP,X-RAY DIFFRACTION
3P42,X-RAY DIFFRACTION
8ET5,X-RAY DIFFRACTION
5D4C,X-RAY DIFFRACTION
7FQ9,X-RAY DIFFRACTION
2G3P,X-RAY DIFFRACTION
7L8Q,X-RAY DIFFRACTION
3FYX,X-RAY DIFFRACTION
6U4O,X-RAY DIFFRACTION
7EV3,X-RAY DIFFRACTION
6M7I,X-RAY DIFFRACTION
4URH,X-RAY DIFFRACTION
1TRB,X-RAY DIFFRACTION
8QQI,ELECTRON MICROSCOPY
8UEM,ELECTRON MICROSCOPY
6IO4,X-RAY DIFFRACTION
6ZMT,ELECTRON MICROSCOPY
5YVT,X-RAY DIFFRACTION
7ZG5,X-RAY DIFFRACTION
7MBH,X-RAY DIFFRACTION
3PKP,X-RAY DIFFRACTION
3B9Q,X-RAY DIFFRACTION
1HJO,X-RAY DIFFRACTION
1I6S,X-RAY DIFFRACTION
2XHF,X-RAY DIFFRACTION
6B48,ELECTRON MICROSCOPY
5I63,X-RAY DIFFRACTION
7LAP,X-RAY DIFFRACTION
6Z7H,X-RAY DIFFRACTION
1B7E,X-RAY DIFFRACTION
2UV1,X-RAY DIFFRACTION
6B5X,X-RAY DIFFRACTION
4FFF,X-RAY DIFFRACTION
6WVJ,ELECTRON MICROSCOPY
5LI2,ELECTRON MICROSCOPY
5AUI,X-RAY DIFFRACTION
3TYD,X-RAY DIFFRACTION
5DDI,X-RAY DIFFRACTION
6YT5,ELECTRON MICROSCOPY
5KVU,X-RAY DIFFRACTION
7U9N,X-RAY DIFFRACTION
3HW7,X-RAY DIFFRACTION
6HDC,X-RAY DIFFRACTION
8XW6,X-RAY DIFFRACTION
2J40,X-RAY DIFFRACTION
7R50,X-RAY DIFFRACTION
7XET,X-RAY DIFFRACTION
6OWP,X-RAY DIFFRACTION
1FFH,X-RAY DIFFRACTION
7QD6,ELECTRON MICROSCOPY
8YR5,X-RAY DIFFRACTION
9CLD,X-RAY DIFFRACTION
6QOS,X-RAY DIFFRACTION
8DKC,ELECTRON MICROSCOPY
5FTF,X-RAY DIFFRACTION
4FGT,X-RAY DIFFRACTION
4RHS,X-RAY DIFFRACTION
1XUA,X-RAY DIFFRACTION
2ZR2,X-RAY DIFFRACTION
6NZB,X-RAY DIFFRACTION
3FGP,X-RAY DIFFRACTION
8FVA,X-RAY DIFFRACTION
4TUC,X-RAY DIFFRACTION
8K27,ELECTRON MICROSCOPY
8XB0,X-RAY DIFFRACTION
3SJJ,X-RAY DIFFRACTION
4DR9,X-RAY DIFFRACTION
6SN8,ELECTRON MICROSCOPY
3FZM,X-RAY DIFFRACTION
6TEH,ELECTRON MICROSCOPY
1MP5,X-RAY DIFFRACTION
3P80,X-RAY DIFFRACTION
8BKZ,ELECTRON MICROSCOPY
6F3L,X-RAY DIFFRACTION
1QV6,X-RAY DIFFRACTION
8BPQ,X-RAY DIFFRACTION
1HLD,X-RAY DIFFRACTION
6FM4,X-RAY DIFFRACTION
8AUV,ELECTRON MICROSCOPY
7JMM,X-RAY DIFFRACTION
5Y1T,X-RAY DIFFRACTION
6X24,X-RAY DIFFRACTION
6ZO6,X-RAY DIFFRACTION
1T8F,X-RAY DIFFRACTION
6FYY,ELECTRON MICROSCOPY
9DCN,SOLUTION NMR
2QWM,X-RAY DIFFRACTION
2B3I,SOLUTION NMR
7A4U,X-RAY DIFFRACTION
2YYZ,X-RAY DIFFRACTION
4RR4,X-RAY DIFFRACTION
4XR8,X-RAY DIFFRACTION
6APX,X-RAY DIFFRACTION
7NQS,X-RAY DIFFRACTION
5UY0,X-RAY DIFFRACTION
8AIN,X-RAY DIFFRACTION
9AXV,ELECTRON MICROSCOPY
6FQM,X-RAY DIFFRACTION
6MJK,X-RAY DIFFRACTION
1Z0W,X-RAY DIFFRACTION
6UN5,X-RAY DIFFRACTION
8IBO,X-RAY DIFFRACTION
4MMM,X-RAY DIFFRACTION
3PQA,X-RAY DIFFRACTION
7TQL,ELECTRON MICROSCOPY
3ZXR,X-RAY DIFFRACTION
1MBX,X-RAY DIFFRACTION
4GTN,X-RAY DIFFRACTION
4EW1,X-RAY DIFFRACTION
6NI7,X-RAY DIFFRACTION
4OXQ,X-RAY DIFFRACTION
8GCV,X-RAY DIFFRACTION
3G2Y,X-RAY DIFFRACTION
6N1Q,ELECTRON MICROSCOPY
2IGL,X-RAY DIFFRACTION
7YA8,X-RAY DIFFRACTION
7OVW,X-RAY DIFFRACTION
2G82,X-RAY DIFFRACTION
1XFG,X-RAY DIFFRACTION
4YQE,X-RAY DIFFRACTION
5DEL,X-RAY DIFFRACTION
6SPP,X-RAY DIFFRACTION
5M3N,X-RAY DIFFRACTION
4G7W,X-RAY DIFFRACTION
8Q5O,X-RAY DIFFRACTION
8BTK,ELECTRON MICROSCOPY
1WNB,X-RAY DIFFRACTION
3FOB,X-RAY DIFFRACTION
4H0R,X-RAY DIFFRACTION
1ZR2,X-RAY DIFFRACTION
2QGA,X-RAY DIFFRACTION
8YXN,X-RAY DIFFRACTION
8Q79,X-RAY DIFFRACTION
8D4Q,X-RAY DIFFRACTION
6V1R,X-RAY DIFFRACTION
2R96,X-RAY DIFFRACTION
1KFC,X-RAY DIFFRACTION
4HN0,X-RAY DIFFRACTION
5XEM,X-RAY DIFFRACTION
4V64,X-RAY DIFFRACTION
5Y1H,X-RAY DIFFRACTION
3NTY,X-RAY DIFFRACTION
8CVO,ELECTRON MICROSCOPY
4RTF,X-RAY DIFFRACTION
8QHS,ELECTRON MICROSCOPY
8X2X,ELECTRON MICROSCOPY
3I43,X-RAY DIFFRACTION
1L03,X-RAY DIFFRACTION
4LAZ,X-RAY DIFFRACTION
7XU8,X-RAY DIFFRACTION
7W4F,ELECTRON MICROSCOPY
1PEY,X-RAY DIFFRACTION
1A50,X-RAY DIFFRACTION
8BL2,ELECTRON MICROSCOPY
6B5F,X-RAY DIFFRACTION
2AXT,X-RAY DIFFRACTION
6USM,X-RAY DIFFRACTION
4UX2,ELECTRON CRYSTALLOGRAPHY
3C0K,X-RAY DIFFRACTION
4ATO,X-RAY DIFFRACTION
3QBW,X-RAY DIFFRACTION
3SPX,X-RAY DIFFRACTION
1L6W,X-RAY DIFFRACTION
3WIN,X-RAY DIFFRACTION
1C50,X-RAY DIFFRACTION
9CG8,X-RAY DIFFRACTION
8RQE,ELECTRON MICROSCOPY
1JLR,X-RAY DIFFRACTION
8FIX,ELECTRON MICROSCOPY
8JYD,X-RAY DIFFRACTION
3NGL,X-RAY DIFFRACTION
4KV3,X-RAY DIFFRACTION
5B63,X-RAY DIFFRACTION
3HMB,X-RAY DIFFRACTION
2GHB,X-RAY DIFFRACTION
8DSB,SOLUTION NMR
1KY0,X-RAY DIFFRACTION
4JII,X-RAY DIFFRACTION
3Q9S,X-RAY DIFFRACTION
8DR6,ELECTRON MICROSCOPY
8SHS,ELECTRON MICROSCOPY
5ZB0,X-RAY DIFFRACTION
8V9J,ELECTRON MICROSCOPY
231L,X-RAY DIFFRACTION
7U4M,X-RAY DIFFRACTION
1T90,X-RAY DIFFRACTION
5AQZ,X-RAY DIFFRACTION
6CN1,X-RAY DIFFRACTION
2DUZ,X-RAY DIFFRACTION
8IAX,X-RAY DIFFRACTION
5Y4R,X-RAY DIFFRACTION
1SUD,X-RAY DIFFRACTION
6GOX,X-RAY DIFFRACTION
7UWE,ELECTRON MICROSCOPY
6ZY3,ELECTRON MICROSCOPY
5HRY,X-RAY DIFFRACTION
2PC1,X-RAY DIFFRACTION
8EJ5,ELECTRON MICROSCOPY
2W7K,X-RAY DIFFRACTION
6R0H,X-RAY DIFFRACTION
5RPR,X-RAY DIFFRACTION
6ZZX,ELECTRON MICROSCOPY
2L04,SOLUTION NMR
7YWA,ELECTRON MICROSCOPY
7PY0,ELECTRON MICROSCOPY
3C94,X-RAY DIFFRACTION
6B45,ELECTRON MICROSCOPY
3VCO,X-RAY DIFFRACTION
4CO4,X-RAY DIFFRACTION
5BTC,X-RAY DIFFRACTION
2IYL,X-RAY DIFFRACTION
1FRK,X-RAY DIFFRACTION
3CV7,X-RAY DIFFRACTION
7RQE,X-RAY DIFFRACTION
2Y1R,X-RAY DIFFRACTION
2M5S,SOLUTION NMR
5SSW,X-RAY DIFFRACTION
3DW0,X-RAY DIFFRACTION
3C56,X-RAY DIFFRACTION
7BOK,ELECTRON MICROSCOPY
1I94,X-RAY DIFFRACTION
4JMP,X-RAY DIFFRACTION
2Q43,X-RAY DIFFRACTION
6SN3,ELECTRON MICROSCOPY
6S8K,X-RAY DIFFRACTION
8DY9,ELECTRON MICROSCOPY
7CH0,ELECTRON MICROSCOPY
9CNX,ELECTRON MICROSCOPY
5C2L,X-RAY DIFFRACTION
3E7F,X-RAY DIFFRACTION
3C3I,X-RAY DIFFRACTION
5ZFL,X-RAY DIFFRACTION
7FFW,X-RAY DIFFRACTION
6RIZ,X-RAY DIFFRACTION
7NRD,ELECTRON MICROSCOPY
5VLZ,ELECTRON MICROSCOPY
7OOE,X-RAY DIFFRACTION
5COG,X-RAY DIFFRACTION
6NI5,X-RAY DIFFRACTION
7Y96,X-RAY DIFFRACTION
3ZVK,X-RAY DIFFRACTION
8SH4,X-RAY DIFFRACTION
3LVA,X-RAY DIFFRACTION
206L,X-RAY DIFFRACTION
3DNV,X-RAY DIFFRACTION
7S2J,X-RAY DIFFRACTION
6WYS,X-RAY DIFFRACTION
9FS6,ELECTRON MICROSCOPY
7NGL,ELECTRON MICROSCOPY
4BMP,X-RAY DIFFRACTION
4NFS,X-RAY DIFFRACTION
5O54,X-RAY DIFFRACTION
1BP6,X-RAY DIFFRACTION
2VPW,X-RAY DIFFRACTION
1L5V,X-RAY DIFFRACTION
6BAU,X-RAY DIFFRACTION
3CG4,X-RAY DIFFRACTION
4BXE,X-RAY DIFFRACTION
3FBR,X-RAY DIFFRACTION
8G7S,ELECTRON MICROSCOPY
7LOB,X-RAY DIFFRACTION
2J46,X-RAY DIFFRACTION
4KA9,X-RAY DIFFRACTION
6ENL,X-RAY DIFFRACTION
5VHQ,ELECTRON MICROSCOPY
7RYF,ELECTRON MICROSCOPY
8QE0,X-RAY DIFFRACTION
3PLR,X-RAY DIFFRACTION
7P24,X-RAY DIFFRACTION
8TVU,ELECTRON MICROSCOPY
8P09,ELECTRON MICROSCOPY
1PZK,X-RAY DIFFRACTION
6JLF,X-RAY DIFFRACTION
3TIJ,X-RAY DIFFRACTION
5LD5,X-RAY DIFFRACTION
8R52,X-RAY DIFFRACTION
6QYJ,ELECTRON MICROSCOPY
3B20,X-RAY DIFFRACTION
1KFJ,X-RAY DIFFRACTION
3G91,X-RAY DIFFRACTION
2CLF,X-RAY DIFFRACTION
2OTR,SOLUTION NMR
7JWT,X-RAY DIFFRACTION
8GRB,X-RAY DIFFRACTION
9GUT,ELECTRON MICROSCOPY
3VVF,X-RAY DIFFRACTION
1MOQ,X-RAY DIFFRACTION
8I65,X-RAY DIFFRACTION
6NE1,X-RAY DIFFRACTION
4WGI,X-RAY DIFFRACTION
7JHH,ELECTRON MICROSCOPY
3R6Y,X-RAY DIFFRACTION
1XHE,X-RAY DIFFRACTION
2OU9,X-RAY DIFFRACTION
8J3J,X-RAY DIFFRACTION
1JHQ,X-RAY DIFFRACTION
4PVB,X-RAY DIFFRACTION
8Y0U,ELECTRON MICROSCOPY
9D7S,X-RAY DIFFRACTION
7K53,ELECTRON MICROSCOPY
2DPG,X-RAY DIFFRACTION
3D31,X-RAY DIFFRACTION
3O91,X-RAY DIFFRACTION
1BH6,X-RAY DIFFRACTION
2I17,X-RAY DIFFRACTION
5I69,X-RAY DIFFRACTION
6H8Z,X-RAY DIFFRACTION
6RR8,X-RAY DIFFRACTION
1BSG,X-RAY DIFFRACTION
2DVW,X-RAY DIFFRACTION
6RIP,ELECTRON MICROSCOPY
6ITC,ELECTRON MICROSCOPY
9EMN,ELECTRON MICROSCOPY
3I9W,X-RAY DIFFRACTION
1YJB,X-RAY DIFFRACTION
4F8C,X-RAY DIFFRACTION
8OH6,X-RAY DIFFRACTION
4LJ9,X-RAY DIFFRACTION
3UPG,X-RAY DIFFRACTION
8K1L,ELECTRON MICROSCOPY
1LO5,X-RAY DIFFRACTION
3FZ2,X-RAY DIFFRACTION
8CXM,ELECTRON MICROSCOPY
5VNR,X-RAY DIFFRACTION
5LR0,X-RAY DIFFRACTION
6PUB,X-RAY DIFFRACTION
3QYY,X-RAY DIFFRACTION
8RCI,X-RAY DIFFRACTION
4YB4,X-RAY DIFFRACTION
4Z9H,X-RAY DIFFRACTION
6SD6,X-RAY DIFFRACTION
1MH3,X-RAY DIFFRACTION
1RYW,X-RAY DIFFRACTION
2AQ2,X-RAY DIFFRACTION
2TYS,X-RAY DIFFRACTION
5IN4,X-RAY DIFFRACTION
7WQS,X-RAY DIFFRACTION
1JTU,X-RAY DIFFRACTION
2MXE,SOLUTION NMR
1NVK,X-RAY DIFFRACTION
4PU2,X-RAY DIFFRACTION
2VHZ,X-RAY DIFFRACTION
1WZD,X-RAY DIFFRACTION
8RVK,X-RAY DIFFRACTION
4FD2,X-RAY DIFFRACTION
6AJ5,X-RAY DIFFRACTION
5JIO,X-RAY DIFFRACTION
8C96,ELECTRON MICROSCOPY
1D3F,X-RAY DIFFRACTION
2ASR,X-RAY DIFFRACTION
7PKJ,X-RAY DIFFRACTION
2JL9,X-RAY DIFFRACTION
1Y6F,X-RAY DIFFRACTION
3PUY,X-RAY DIFFRACTION
5BJZ,X-RAY DIFFRACTION
6NI9,X-RAY DIFFRACTION
9H3P,ELECTRON MICROSCOPY
5U1A,X-RAY DIFFRACTION
5L3V,X-RAY DIFFRACTION
6P20,X-RAY DIFFRACTION
4WJ3,X-RAY DIFFRACTION
2GWR,X-RAY DIFFRACTION
4ZV1,X-RAY DIFFRACTION
2J9Z,X-RAY DIFFRACTION
1RA1,X-RAY DIFFRACTION
4K5B,X-RAY DIFFRACTION
7SS9,ELECTRON MICROSCOPY
3SB6,X-RAY DIFFRACTION
1KQF,X-RAY DIFFRACTION
7V2L,ELECTRON MICROSCOPY
6Z4N,X-RAY DIFFRACTION
6E15,ELECTRON MICROSCOPY
6FZH,X-RAY DIFFRACTION
3RDR,X-RAY DIFFRACTION
4Z53,X-RAY DIFFRACTION
3WOE,X-RAY DIFFRACTION
6NNI,X-RAY DIFFRACTION
4EUL,X-RAY DIFFRACTION
1S3F,X-RAY DIFFRACTION
2NQP,X-RAY DIFFRACTION
5X69,X-RAY DIFFRACTION
3DGE,X-RAY DIFFRACTION
5I84,X-RAY DIFFRACTION
6Z96,X-RAY DIFFRACTION
7AQC,ELECTRON MICROSCOPY
7SYR,ELECTRON MICROSCOPY
3CSR,X-RAY DIFFRACTION
4A26,X-RAY DIFFRACTION
6YDJ,X-RAY DIFFRACTION
5ZB7,X-RAY DIFFRACTION
3HB8,X-RAY DIFFRACTION
1ABE,X-RAY DIFFRACTION
5K59,X-RAY DIFFRACTION
7ABZ,ELECTRON MICROSCOPY
6QOD,X-RAY DIFFRACTION
3JAM,ELECTRON MICROSCOPY
8AKK,X-RAY DIFFRACTION
1JYM,X-RAY DIFFRACTION
3PRH,X-RAY DIFFRACTION
1Y9M,X-RAY DIFFRACTION
8JKC,X-RAY DIFFRACTION
5AQP,X-RAY DIFFRACTION
6PH0,X-RAY DIFFRACTION
4V61,ELECTRON MICROSCOPY
5K44,X-RAY DIFFRACTION
6FI8,X-RAY DIFFRACTION
6OLE,ELECTRON MICROSCOPY
7BH3,X-RAY DIFFRACTION
7K86,X-RAY DIFFRACTION
3TAF,X-RAY DIFFRACTION
4X5F,X-RAY DIFFRACTION
3CAE,X-RAY DIFFRACTION
6GC0,ELECTRON MICROSCOPY
2VMU,X-RAY DIFFRACTION
3T3D,X-RAY DIFFRACTION
2QX2,X-RAY DIFFRACTION
7JQM,X-RAY DIFFRACTION
1MTO,X-RAY DIFFRACTION
5TCU,ELECTRON MICROSCOPY
5YLV,X-RAY DIFFRACTION
6WDG,ELECTRON MICROSCOPY
7BEG,ELECTRON MICROSCOPY
1S5L,X-RAY DIFFRACTION
6EE8,ELECTRON MICROSCOPY
5FHG,X-RAY DIFFRACTION
4BD1,NEUTRON DIFFRACTION
6VVV,X-RAY DIFFRACTION
8VB0,ELECTRON MICROSCOPY
5XCP,X-RAY DIFFRACTION
3AXZ,X-RAY DIFFRACTION
6I97,X-RAY DIFFRACTION
2IJH,X-RAY DIFFRACTION
5VTH,X-RAY DIFFRACTION
6CAV,X-RAY DIFFRACTION
3GVJ,X-RAY DIFFRACTION
4I7N,X-RAY DIFFRACTION
8QMR,X-RAY DIFFRACTION
7KDO,X-RAY DIFFRACTION
8QLA,X-RAY DIFFRACTION
4V8N,X-RAY DIFFRACTION
2AIK,X-RAY DIFFRACTION
1FD7,X-RAY DIFFRACTION
8SRV,X-RAY DIFFRACTION
3UPU,X-RAY DIFFRACTION
7OGP,ELECTRON MICROSCOPY
4Y3U,X-RAY DIFFRACTION
6Z4H,X-RAY DIFFRACTION
1TFU,X-RAY DIFFRACTION
6UU8,X-RAY DIFFRACTION
1AYG,SOLUTION NMR
1NV8,X-RAY DIFFRACTION
7UCJ,ELECTRON MICROSCOPY
5OJZ,X-RAY DIFFRACTION
6YRE,X-RAY DIFFRACTION
1SEL,X-RAY DIFFRACTION
6KXG,X-RAY DIFFRACTION
8Y39,ELECTRON MICROSCOPY
8PJ5,ELECTRON MICROSCOPY
8I67,X-RAY DIFFRACTION
258L,X-RAY DIFFRACTION
1U3T,X-RAY DIFFRACTION
4V8A,X-RAY DIFFRACTION
8JLF,ELECTRON MICROSCOPY
2Y3P,X-RAY DIFFRACTION
8GI2,ELECTRON MICROSCOPY
1DD9,X-RAY DIFFRACTION
6NIA,X-RAY DIFFRACTION
5JGZ,X-RAY DIFFRACTION
2LSS,SOLUTION NMR
7Q4S,X-RAY DIFFRACTION
6C73,X-RAY DIFFRACTION
2R00,X-RAY DIFFRACTION
1W3J,X-RAY DIFFRACTION
8YD3,X-RAY DIFFRACTION
4GC2,X-RAY DIFFRACTION
6S0Z,ELECTRON MICROSCOPY
5FI8,X-RAY DIFFRACTION
4U25,X-RAY DIFFRACTION
3B0V,X-RAY DIFFRACTION
1L14,X-RAY DIFFRACTION
1LLS,X-RAY DIFFRACTION
4WS8,X-RAY DIFFRACTION
1YLP,X-RAY DIFFRACTION
1U3C,X-RAY DIFFRACTION
7SQS,ELECTRON MICROSCOPY
5IWI,X-RAY DIFFRACTION
8GAO,ELECTRON MICROSCOPY
7FPR,X-RAY DIFFRACTION
8RSY,X-RAY DIFFRACTION
1C6E,X-RAY DIFFRACTION
2D0S,X-RAY DIFFRACTION
2VKY,X-RAY DIFFRACTION
2PI5,X-RAY DIFFRACTION
8PI1,X-RAY DIFFRACTION
6K9B,X-RAY DIFFRACTION
8J3M,X-RAY DIFFRACTION
3SO2,X-RAY DIFFRACTION
3IDZ,X-RAY DIFFRACTION
1L79,X-RAY DIFFRACTION
1PIY,X-RAY DIFFRACTION
5SZT,X-RAY DIFFRACTION
7CH7,ELECTRON MICROSCOPY
6BHW,X-RAY DIFFRACTION
120L,X-RAY DIFFRACTION
4UXF,X-RAY DIFFRACTION
2A9O,X-RAY DIFFRACTION
1KGZ,X-RAY DIFFRACTION
1K06,X-RAY DIFFRACTION
1I4N,X-RAY DIFFRACTION
9H3T,ELECTRON MICROSCOPY
8K1S,ELECTRON MICROSCOPY
7DLA,X-RAY DIFFRACTION
8EMS,ELECTRON MICROSCOPY
5TC3,X-RAY DIFFRACTION
7X9Z,X-RAY DIFFRACTION
6JEO,ELECTRON MICROSCOPY
5MA3,X-RAY DIFFRACTION
1D1T,X-RAY DIFFRACTION
6XDJ,X-RAY DIFFRACTION
6OJ2,X-RAY DIFFRACTION
5TBW,X-RAY DIFFRACTION
3DW3,X-RAY DIFFRACTION
6IO6,X-RAY DIFFRACTION
1R6Z,X-RAY DIFFRACTION
7CSY,X-RAY DIFFRACTION
5X5Q,X-RAY DIFFRACTION
3TFO,X-RAY DIFFRACTION
3DE2,X-RAY DIFFRACTION
4ZXZ,X-RAY DIFFRACTION
8PZU,ELECTRON MICROSCOPY
7OOG,X-RAY DIFFRACTION
7W32,ELECTRON MICROSCOPY
4IG6,X-RAY DIFFRACTION
1F7V,X-RAY DIFFRACTION
3BFV,X-RAY DIFFRACTION
7C0P,X-RAY DIFFRACTION
6TB3,ELECTRON MICROSCOPY
2XCR,X-RAY DIFFRACTION
5LZS,ELECTRON MICROSCOPY
6HDG,X-RAY DIFFRACTION
8J2L,X-RAY DIFFRACTION
7FPW,X-RAY DIFFRACTION
6RAN,ELECTRON MICROSCOPY
6V8F,X-RAY DIFFRACTION
5KMY,X-RAY DIFFRACTION
8SQA,ELECTRON MICROSCOPY
8K82,ELECTRON MICROSCOPY
1HK8,X-RAY DIFFRACTION
3EOE,X-RAY DIFFRACTION
3KLZ,X-RAY DIFFRACTION
3PXU,X-RAY DIFFRACTION
1L47,X-RAY DIFFRACTION
3SR6,X-RAY DIFFRACTION
9H3Z,ELECTRON MICROSCOPY
7YZ3,X-RAY DIFFRACTION
7LX0,ELECTRON MICROSCOPY
1PII,X-RAY DIFFRACTION
4A7U,X-RAY DIFFRACTION
3TIF,X-RAY DIFFRACTION
4FDF,X-RAY DIFFRACTION
1YFE,X-RAY DIFFRACTION
1QYF,X-RAY DIFFRACTION
4ZTX,X-RAY DIFFRACTION
7N30,ELECTRON MICROSCOPY
7Q55,ELECTRON MICROSCOPY
1M6V,X-RAY DIFFRACTION
7WYY,ELECTRON MICROSCOPY
3LVC,X-RAY DIFFRACTION
2XGF,X-RAY DIFFRACTION
1ULR,X-RAY DIFFRACTION
6I03,X-RAY DIFFRACTION
1QTZ,X-RAY DIFFRACTION
8R3M,ELECTRON MICROSCOPY
8J5Q,ELECTRON MICROSCOPY
5KPU,X-RAY DIFFRACTION
6ALW,X-RAY DIFFRACTION
7FPV,X-RAY DIFFRACTION
3FZK,X-RAY DIFFRACTION
5XMV,X-RAY DIFFRACTION
8COP,X-RAY DIFFRACTION
8FMV,ELECTRON MICROSCOPY
1ZXM,X-RAY DIFFRACTION
7P8S,X-RAY DIFFRACTION
8VSA,ELECTRON MICROSCOPY
7CO5,X-RAY DIFFRACTION
5EQT,X-RAY DIFFRACTION
188L,X-RAY DIFFRACTION
9DP3,X-RAY DIFFRACTION
236L,X-RAY DIFFRACTION
8FZH,ELECTRON MICROSCOPY
1BLC,X-RAY DIFFRACTION
8XH0,X-RAY DIFFRACTION
2ETF,X-RAY DIFFRACTION
9IZ1,ELECTRON MICROSCOPY
7SUV,X-RAY DIFFRACTION
1JEU,X-RAY DIFFRACTION
5ROV,X-RAY DIFFRACTION
6P5J,ELECTRON MICROSCOPY
7W25,X-RAY DIFFRACTION
5GUS,X-RAY DIFFRACTION
5JTR,SOLUTION NMR
4OJM,X-RAY DIFFRACTION
7QFO,X-RAY DIFFRACTION
4LHC,X-RAY DIFFRACTION
1L0X,X-RAY DIFFRACTION
6QC8,ELECTRON MICROSCOPY
4X5I,X-RAY DIFFRACTION
8KEC,ELECTRON MICROSCOPY
6Z85,ELECTRON MICROSCOPY
2TSR,X-RAY DIFFRACTION
1VY4,X-RAY DIFFRACTION
6XUM,X-RAY DIFFRACTION
7W0Y,ELECTRON MICROSCOPY
1QTQ,X-RAY DIFFRACTION
3ON7,X-RAY DIFFRACTION
1TP9,X-RAY DIFFRACTION
2DKJ,X-RAY DIFFRACTION
6B5K,X-RAY DIFFRACTION
2B73,X-RAY DIFFRACTION
1PB3,X-RAY DIFFRACTION
2VYE,X-RAY DIFFRACTION
4ND9,X-RAY DIFFRACTION
4HBU,X-RAY DIFFRACTION
3GEE,X-RAY DIFFRACTION
6L3E,X-RAY DIFFRACTION
2G18,X-RAY DIFFRACTION
7Q0F,ELECTRON MICROSCOPY
5GPQ,X-RAY DIFFRACTION
5FTW,X-RAY DIFFRACTION
1IXV,X-RAY DIFFRACTION
5RPK,X-RAY DIFFRACTION
1MYL,X-RAY DIFFRACTION
2IXJ,X-RAY DIFFRACTION
3QEX,X-RAY DIFFRACTION
1LME,X-RAY DIFFRACTION
2KMN,SOLUTION NMR
6U5J,ELECTRON MICROSCOPY
1SRR,X-RAY DIFFRACTION
4V69,ELECTRON MICROSCOPY
2SNI,X-RAY DIFFRACTION
2QGG,X-RAY DIFFRACTION
6AIF,X-RAY DIFFRACTION
5T7V,ELECTRON MICROSCOPY
4DO2,X-RAY DIFFRACTION
6NBY,ELECTRON MICROSCOPY
2QN8,X-RAY DIFFRACTION
6O7K,ELECTRON MICROSCOPY
3C8Z,X-RAY DIFFRACTION
4YF4,X-RAY DIFFRACTION
7M15,X-RAY DIFFRACTION
6M61,X-RAY DIFFRACTION
5XNM,ELECTRON MICROSCOPY
7SYJ,ELECTRON MICROSCOPY
1RIB,X-RAY DIFFRACTION
3BYY,X-RAY DIFFRACTION
1H98,X-RAY DIFFRACTION
1IMU,SOLUTION NMR
7Z8N,X-RAY DIFFRACTION
6QOO,X-RAY DIFFRACTION
1L96,X-RAY DIFFRACTION
2VMX,X-RAY DIFFRACTION
6PX2,X-RAY DIFFRACTION
7L3A,X-RAY DIFFRACTION
4FJK,X-RAY DIFFRACTION
4EFB,X-RAY DIFFRACTION
8SFS,X-RAY DIFFRACTION
8RKB,ELECTRON MICROSCOPY
2FVL,X-RAY DIFFRACTION
6E0V,X-RAY DIFFRACTION
2V7Y,X-RAY DIFFRACTION
5L21,X-RAY DIFFRACTION
5ECT,X-RAY DIFFRACTION
8SMG,X-RAY DIFFRACTION
6Q4O,X-RAY DIFFRACTION
5LRD,X-RAY DIFFRACTION
5FU0,X-RAY DIFFRACTION
6KKW,X-RAY DIFFRACTION
3FI0,X-RAY DIFFRACTION
2KQX,SOLUTION NMR
8G39,X-RAY DIFFRACTION
3QTY,X-RAY DIFFRACTION
6RLV,X-RAY DIFFRACTION
1NOK,X-RAY DIFFRACTION
4HOC,X-RAY DIFFRACTION
8PRJ,X-RAY DIFFRACTION
8FC0,X-RAY DIFFRACTION
8EQ3,X-RAY DIFFRACTION
3AA2,X-RAY DIFFRACTION
1R8C,X-RAY DIFFRACTION
7K7D,X-RAY DIFFRACTION
5K6Q,X-RAY DIFFRACTION
7Z4Q,X-RAY DIFFRACTION
3F8V,X-RAY DIFFRACTION
253L,X-RAY DIFFRACTION
3NW3,X-RAY DIFFRACTION
8QKH,ELECTRON MICROSCOPY
7Z32,X-RAY DIFFRACTION
1SAY,X-RAY DIFFRACTION
8B2W,X-RAY DIFFRACTION
9FIB,ELECTRON MICROSCOPY
6B1N,X-RAY DIFFRACTION
